interaction_id,disease_id,molecule_a,molecule_b,identifier_a,identifier_b,species_a,species_b,host_organism,positive_interaction,detection_method,interaction_type,confidence_value
2680,3,MAPT,PYM1,UniProtP10636-8,UniProtQ9BRP8,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2681,3,MAPT,RAB7A,UniProtP10636-8,UniProtP51149,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2682,3,MAPT,RAB7A,UniProtP10636-8,UniProtP51149,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2683,3,MAPT,RPL14,UniProtP10636-8,UniProtP50914,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2684,3,MAPT,RPL14,UniProtP10636-8,UniProtP50914,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2685,3,MAPT,RPL14,UniProtP10636-8,UniProtP50914,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2686,3,MAPT,RPL30,UniProtP10636-8,UniProtP62888,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2687,3,MAPT,RPL30,UniProtP10636-8,UniProtP62888,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2688,3,MAPT,RPL9,UniProtP10636-8,UniProtP32969,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2689,3,MAPT,RPL9,UniProtP10636-8,UniProtP32969,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2690,3,MAPT,RPL9,UniProtP10636-8,UniProtP32969,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2691,3,MAPT,RPL9,UniProtP10636-8,UniProtP32969,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2692,3,MAPT,RPS14,UniProtP10636-8,UniProtP62263,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2693,3,MAPT,RPS14,UniProtP10636-8,UniProtP62263,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2694,3,MAPT,RPS3A,UniProtP10636-8,UniProtP61247,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2695,3,MAPT,RPS3A,UniProtP10636-8,UniProtP61247,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2696,3,MAPT,RPS3A,UniProtP10636-8,UniProtP61247,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2697,3,MAPT,RPS9,UniProtP10636-8,UniProtP46781,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2698,3,MAPT,RPS9,UniProtP10636-8,UniProtP46781,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2699,3,MAPT,RPS9,UniProtP10636-8,UniProtP46781,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2700,3,MAPT,RUVBL1,UniProtP10636-8,UniProtQ9Y265,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2701,3,MAPT,RUVBL2,UniProtP10636-8,UniProtQ9Y230,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2702,3,MAPT,RUVBL2,UniProtP10636-8,UniProtQ9Y230,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2703,3,MAPT,SERBP1,UniProtP10636-8,UniProtQ8NC51,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2704,3,MAPT,SERBP1,UniProtP10636-8,UniProtQ8NC51,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2705,3,MAPT,SERBP1,UniProtP10636-8,UniProtQ8NC51,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2706,3,MAPT,SPTAN1,UniProtP10636-8,UniProtQ13813,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2707,3,MAPT,STIP1,UniProtP10636-8,UniProtP31948,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2708,3,MAPT,STMN2,UniProtP10636-8,UniProtQ93045,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2709,3,MAPT,TUBB4A,UniProtP10636-8,UniProtP04350,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2710,3,MAPT,TUBB4A,UniProtP10636-8,UniProtP04350,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2711,3,MAPT,TUBB4B,UniProtP10636-8,UniProtP68371,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2712,3,MAPT,UBQLN2,UniProtP10636-8,UniProtQ9UHD9,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2713,3,MAPT,YBX1,UniProtP10636-8,UniProtP67809,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2714,3,MAPT,YBX1,UniProtP10636-8,UniProtP67809,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2715,3,MAPT,YWHAE,UniProtP10636-8,UniProtP62258,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2716,3,MAPT,YWHAE,UniProtP10636-8,UniProtP62258,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2717,3,MAPT,YWHAZ,UniProtP10636-8,UniProtP63104,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2718,3,MAPT,YWHAZ,UniProtP10636-8,UniProtP63104,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.57
2719,3,RGS2,LRRK2,UniProtP41220,UniProtQ5S007,Homo sapiens,Homo sapiens,Mouse cerebral cortical neuron,1,confocal microscopy,colocalization,0.57
2720,3,BIN1,MAPT,UniProtO00499-1,UniProtP10636-7,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,physical association,0.56
2721,3,CXCR4,Dbn1,UniProtP61073,UniProtQ07266-1,Homo sapiens,Rattus norvegicus (Rat),Homo sapiens Jurkat T-cell leukemia cell,1,confocal microscopy,colocalization,0.56
2722,3,Dbn1,CXCR4,UniProtQ07266-1,UniProtP61073,Rattus norvegicus (Rat),Homo sapiens,Homo sapiens Jurkat T-cell leukemia cell,1,anti bait coip,physical association,0.56
2723,3,Grm5,P04156-PRO_0000025675,UniProtP31424-2,UniProtP04156-PRO_0000025675,Rattus norvegicus (Rat),Homo sapiens,Cercopithecus aethiops simian cells transformed with SV40,1,confocal microscopy,colocalization,0.56
2724,3,LRRK2,AP3B1,UniProtQ5S007,UniProtO00203,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,physical association,0.56
2725,3,LRRK2,LMNB2,UniProtQ5S007,UniProtQ03252,Homo sapiens,Homo sapiens,Homo sapiens neuronal precursor/neural stem progenitor,1,anti tag coip,physical association,0.56
2726,3,LRRK2,NFATC2,UniProtQ5S007,UniProtQ13469,Homo sapiens,Homo sapiens,Homo sapiens THP-1 acute monocytic leukemia cell,1,anti bait coip,association,0.56
2727,3,LRRK2,SNCA,UniProtQ5S007,UniProtP37840,Homo sapiens,Homo sapiens,Homo sapiens brain,1,confocal microscopy,colocalization,0.56
2728,3,LRRK2,SNCA,UniProtQ5S007,UniProtP37840,Homo sapiens,Homo sapiens,Homo sapiens neuron,1,confocal microscopy,colocalization,0.56
2729,3,MAPT,BIN1,UniProtP10636-7,UniProtO00499-1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,physical association,0.56
2730,3,MAPT,BIN1,UniProtP10636-7,UniProtO00499-1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,confocal microscopy,colocalization,0.56
2731,3,P04156-PRO_0000025675,Grm5,UniProtP04156-PRO_0000025675,UniProtP31424-2,Homo sapiens,Rattus norvegicus (Rat),Cercopithecus aethiops simian cells transformed with SV40,1,confocal microscopy,colocalization,0.56
2732,3,SNCA,LRRK2,UniProtP37840,UniProtQ5S007,Homo sapiens,Homo sapiens,Homo sapiens brain,1,confocal microscopy,colocalization,0.56
2733,3,LRRK2,DNM1,UniProtQ5S007,UniProtQ05193,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,confocal microscopy,colocalization,0.54
2734,3,LRRK2,DVL1,UniProtQ5S007,UniProtO14640-2,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,confocal microscopy,colocalization,0.54
2735,3,SLC6A3,SNCA,UniProtQ01959,UniProtP37840,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,pla,proximity,0.54
2736,3,SNCA,SLC6A3,UniProtP37840,UniProtQ01959,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,association,0.54
2737,3,SNCA,SLC6A3,UniProtP37840,UniProtQ01959,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,physical association,0.54
2738,3,WSB1,LRRK2,UniProtQ9Y6I7,UniProtQ5S007,Homo sapiens,Homo sapiens,Mouse neuroblastoma cells,1,confocal microscopy,colocalization,0.54
2739,3,WSB1,LRRK2,UniProtQ9Y6I7,UniProtQ5S007,Homo sapiens,Homo sapiens,Homo sapiens brain,1,confocal microscopy,colocalization,0.54
2740,3,LRRK1,HSP90AB1,UniProtQ38SD2,UniProtP08238,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2741,3,LRRK1,SHC1,UniProtQ38SD2,UniProtP29353,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2742,3,LRRK2,ADRM1,UniProtQ5S007,UniProtQ16186,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2743,3,LRRK2,Hsp90aa1,UniProtQ5S007,UniProtP07901,Homo sapiens,Mus musculus,Mus musculus brain,1,affinity chrom,association,0.53
2744,3,LRRK2,Hsp90ab1,UniProtQ5S007,UniProtP11499,Homo sapiens,Mus musculus,Mus musculus brain,1,affinity chrom,association,0.53
2745,3,LRRK2,Ywhae,UniProtQ5S007,UniProtP62259,Homo sapiens,Mus musculus,Mus musculus astrocyte [Brain astrocytes; Astroglia],1,anti bait coip,association,0.53
2746,3,MAPT,H1-10,UniProtP10636-8,UniProtQ92522,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2747,3,MAPT,H1-10,UniProtP10636-8,UniProtQ92522,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2748,3,MAPT,H3-3A,UniProtP10636-8,UniProtP84243,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2749,3,MAPT,H3-3A,UniProtP10636-8,UniProtP84243,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2750,3,MAPT,ACTBL2,UniProtP10636-8,UniProtQ562R1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2751,3,MAPT,ACTBL2,UniProtP10636-8,UniProtQ562R1,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2752,3,MAPT,ACTG1,UniProtP10636-8,UniProtP63261,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2753,3,MAPT,AHNAK,UniProtP10636-8,UniProtQ09666,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2754,3,MAPT,AHNAK,UniProtP10636-8,UniProtQ09666,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2755,3,MAPT,AP1B1,UniProtP10636-8,UniProtQ10567,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2756,3,MAPT,APEX1,UniProtP10636-8,UniProtP27695,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2757,3,MAPT,APEX1,UniProtP10636-8,UniProtP27695,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2758,3,MAPT,API5,UniProtP10636-8,UniProtQ9BZZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2759,3,MAPT,API5,UniProtP10636-8,UniProtQ9BZZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2760,3,MAPT,BUB3,UniProtP10636-8,UniProtO43684,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2761,3,MAPT,C19orf53,UniProtP10636-8,UniProtQ9UNZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2762,3,MAPT,C19orf53,UniProtP10636-8,UniProtQ9UNZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2763,3,MAPT,C19orf53,UniProtP10636-8,UniProtQ9UNZ5,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2764,3,MAPT,CAPZA1,UniProtP10636-8,UniProtP52907,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2765,3,MAPT,CAPZA2,UniProtP10636-8,UniProtP47755,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2766,3,MAPT,CAPZA2,UniProtP10636-8,UniProtP47755,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2767,3,MAPT,CCDC124,UniProtP10636-8,UniProtQ96CT7,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2768,3,MAPT,CCDC124,UniProtP10636-8,UniProtQ96CT7,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2769,3,MAPT,CCDC124,UniProtP10636-8,UniProtQ96CT7,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2770,3,MAPT,CCT5,UniProtP10636-8,UniProtP48643,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2771,3,MAPT,CCT5,UniProtP10636-8,UniProtP48643,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2772,3,MAPT,CCT6A,UniProtP10636-8,UniProtP40227,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2773,3,MAPT,CCT6A,UniProtP10636-8,UniProtP40227,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2774,3,MAPT,CDC5L,UniProtP10636-8,UniProtQ99459,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2775,3,MAPT,CDC5L,UniProtP10636-8,UniProtQ99459,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2776,3,MAPT,CLIP2,UniProtP10636-8,UniProtQ9UDT6,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2777,3,MAPT,COPA,UniProtP10636-8,UniProtP53621,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2778,3,MAPT,COPS4,UniProtP10636-8,UniProtQ9BT78,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2779,3,MAPT,DDB1,UniProtP10636-8,UniProtQ16531,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2780,3,MAPT,DDB1,UniProtP10636-8,UniProtQ16531,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2781,3,MAPT,DDX17,UniProtP10636-8,UniProtQ92841,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2782,3,MAPT,DDX5,UniProtP10636-8,UniProtP17844,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2783,3,MAPT,DHX9,UniProtP10636-8,UniProtQ08211,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2784,3,MAPT,DHX9,UniProtP10636-8,UniProtQ08211,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2785,3,MAPT,DHX9,UniProtP10636-8,UniProtQ08211,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2786,3,MAPT,DNAJA2,UniProtP10636-8,UniProtO60884,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2787,3,MAPT,DNAJC6,UniProtP10636-8,UniProtO75061,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2788,3,MAPT,DRG1,UniProtP10636-8,UniProtQ9Y295,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2789,3,MAPT,DYNLL1,UniProtP10636-8,UniProtP63167,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2790,3,MAPT,DYNLRB1,UniProtP10636-8,UniProtQ9NP97,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2791,3,MAPT,EDF1,UniProtP10636-8,UniProtO60869,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2792,3,MAPT,EDF1,UniProtP10636-8,UniProtO60869,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2793,3,MAPT,EDF1,UniProtP10636-8,UniProtO60869,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2794,3,MAPT,EIF2S1,UniProtP10636-8,UniProtP05198,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2795,3,MAPT,EIF2S1,UniProtP10636-8,UniProtP05198,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2796,3,MAPT,EIF2S2,UniProtP10636-8,UniProtP20042,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2797,3,MAPT,EIF2S2,UniProtP10636-8,UniProtP20042,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2798,3,MAPT,EIF2S2,UniProtP10636-8,UniProtP20042,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2799,3,MAPT,EIF2S3,UniProtP10636-8,UniProtP41091,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2800,3,MAPT,EIF2S3,UniProtP10636-8,UniProtP41091,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2801,3,MAPT,EIF2S3,UniProtP10636-8,UniProtP41091,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2802,3,MAPT,EIF3E,UniProtP10636-8,UniProtP60228,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2803,3,MAPT,EIF3G,UniProtP10636-8,UniProtO75821,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2804,3,MAPT,EIF3G,UniProtP10636-8,UniProtO75821,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2805,3,MAPT,EIF3G,UniProtP10636-8,UniProtO75821,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2806,3,MAPT,EIF3I,UniProtP10636-8,UniProtQ13347,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2807,3,MAPT,EIF3J,UniProtP10636-8,UniProtO75822,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2808,3,MAPT,EIF3J,UniProtP10636-8,UniProtO75822,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2809,3,MAPT,EIF3J,UniProtP10636-8,UniProtO75822,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2810,3,MAPT,EIF3L,UniProtP10636-8,UniProtQ9Y262,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2811,3,MAPT,EIF3L,UniProtP10636-8,UniProtQ9Y262,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2812,3,MAPT,EIF4E,UniProtP10636-8,UniProtP06730,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2813,3,MAPT,EIF4G1,UniProtP10636-8,UniProtQ04637,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2814,3,MAPT,EML4,UniProtP10636-8,UniProtQ9HC35,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2815,3,MAPT,ENO1,UniProtP10636-8,UniProtP06733,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2816,3,MAPT,EWSR1,UniProtP10636-8,UniProtQ01844,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2817,3,MAPT,EWSR1,UniProtP10636-8,UniProtQ01844,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2818,3,MAPT,EWSR1,UniProtP10636-8,UniProtQ01844,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2819,3,MAPT,FAM98B,UniProtP10636-8,UniProtQ52LJ0,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2820,3,MAPT,FAM98B,UniProtP10636-8,UniProtQ52LJ0,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2821,3,MAPT,FARSA,UniProtP10636-8,UniProtQ9Y285,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2822,3,MAPT,FARSB,UniProtP10636-8,UniProtQ9NSD9,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2823,3,MAPT,FARSB,UniProtP10636-8,UniProtQ9NSD9,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2824,3,MAPT,FASN,UniProtP10636-8,UniProtP49327,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2825,3,MAPT,FAU,UniProtP10636-8,UniProtP62861,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2826,3,MAPT,FAU,UniProtP10636-8,UniProtP62861,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2827,3,MAPT,FAU,UniProtP10636-8,UniProtP62861,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2828,3,MAPT,FUS,UniProtP10636-8,UniProtP35637,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2829,3,MAPT,FUS,UniProtP10636-8,UniProtP35637,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2830,3,MAPT,G3BP1,UniProtP10636-8,UniProtQ13283,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2831,3,MAPT,G3BP1,UniProtP10636-8,UniProtQ13283,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2832,3,MAPT,GAP43,UniProtP10636-8,UniProtP17677,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2833,3,MAPT,GAPDH,UniProtP10636-8,UniProtP04406,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2834,3,MAPT,GNB1,UniProtP10636-8,UniProtP62873,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2835,3,MAPT,H2BC11,UniProtP10636-8,UniProtP06899,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2836,3,MAPT,HIP1,UniProtP10636-8,UniProtO00291,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2837,3,MAPT,HMGB3,UniProtP10636-8,UniProtO15347,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2838,3,MAPT,HMGB3,UniProtP10636-8,UniProtO15347,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2839,3,MAPT,HMGN2,UniProtP10636-8,UniProtP05204,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2840,3,MAPT,HMGN2,UniProtP10636-8,UniProtP05204,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2841,3,MAPT,HNRNPA0,UniProtP10636-8,UniProtQ13151,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2842,3,MAPT,HNRNPA3,UniProtP10636-8,UniProtP51991,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
2843,3,MAPT,HNRNPC,UniProtP10636-8,UniProtP07910,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,association,0.53
