interactor_id,disease_id,accession,name,preferred_id,type,species,description
1887,2,EBI-4401902,SNPH,UniProtO15079,protein,Homo sapiens,Syntaphilin
1888,2,EBI-718707,LRCH4,UniProtO75427,protein,Homo sapiens,Leucine-rich repeat and calponin homology domain-containing protein 4
1889,2,EBI-704279,PRKCD,UniProtQ05655,protein,Homo sapiens,Protein kinase C delta type
1890,2,EBI-603643,FLOT1,UniProtO75955,protein,Homo sapiens,Flotillin-1
1891,2,EBI-957615,WASL,UniProtO00401,protein,Homo sapiens,Actin nucleation-promoting factor WASL
1892,2,EBI-2808987,ANKRD11,UniProtQ6UB99,protein,Homo sapiens,Ankyrin repeat domain-containing protein 11
1893,2,EBI-1049004,SYNJ2BP,UniProtP57105,protein,Homo sapiens,Synaptojanin-2-binding protein
1894,2,EBI-1383480,TEC,UniProtP42680,protein,Homo sapiens,Tyrosine-protein kinase Tec
1895,2,EBI-399128,TRRAP,UniProtQ9Y4A5,protein,Homo sapiens,Transformation/transcription domain-associated protein
1896,2,EBI-717919,GRIPAP1,UniProtQ4V328,protein,Homo sapiens,GRIP1-associated protein 1
1897,2,EBI-710003,ARAP1,UniProtQ96P48,protein,Homo sapiens,Arf-GAP with Rho-GAP domain; ANK repeat and PH domain-containing protein 1
1898,2,EBI-306905,CAB39,UniProtQ9Y376,protein,Homo sapiens,Calcium-binding protein 39
1899,2,EBI-1383726,CSNK1A1,UniProtP48729,protein,Homo sapiens,Casein kinase I isoform alpha
1900,2,EBI-347451,CSNK2A2,UniProtP19784,protein,Homo sapiens,Casein kinase II subunit alpha'
1901,2,EBI-4402059,EPS8L3,UniProtQ8TE67-3,protein,Homo sapiens,Epidermal growth factor receptor kinase substrate 8-like protein 3
1902,2,EBI-717887,MAPK8IP3,UniProtQ9UPT6,protein,Homo sapiens,C-Jun-amino-terminal kinase-interacting protein 3
1903,2,EBI-286483,MAPK8,UniProtP45983,protein,Homo sapiens,Mitogen-activated protein kinase 8
1904,2,EBI-73946,MAPK14,UniProtQ16539,protein,Homo sapiens,Mitogen-activated protein kinase 14
1905,2,EBI-1047302,CACYBP,UniProtQ9HB71,protein,Homo sapiens,Calcyclin-binding protein
1906,2,EBI-347263,SMAD4,UniProtQ13485,protein,Homo sapiens,Mothers against decapentaplegic homolog 4
1907,2,EBI-398523,RBX1,UniProtP62877,protein,Homo sapiens,E3 ubiquitin-protein ligase RBX1
1908,2,EBI-4402067,LGR5,UniProtO75473,protein,Homo sapiens,Leucine-rich repeat-containing G-protein coupled receptor 5
1909,2,EBI-935824,PDCD4,UniProtQ53EL6,protein,Homo sapiens,Programmed cell death protein 4
1910,2,EBI-78302,SYK,UniProtP43405,protein,Homo sapiens,Tyrosine-protein kinase SYK
1911,2,EBI-296739,RACK1,UniProtP63244,protein,Homo sapiens,Small ribosomal subunit protein RACK1
1912,2,EBI-373586,GSK3B,UniProtP49841,protein,Homo sapiens,Glycogen synthase kinase-3 beta
1913,2,EBI-4402091,b4e074_human,UniProtB4E074,protein,Homo sapiens,Notchless protein homolog 1
1914,2,EBI-1383475,ULK3,UniProtQ6PHR2,protein,Homo sapiens,Serine/threonine-protein kinase ULK3
1915,2,EBI-702142,PTK2,UniProtQ05397,protein,Homo sapiens,Focal adhesion kinase 1
1916,2,EBI-1057697,STAT1,UniProtP42224,protein,Homo sapiens,Signal transducer and activator of transcription 1-alpha/beta
1917,2,EBI-2816254,MVP,UniProtQ14764,protein,Homo sapiens,Major vault protein
1918,2,EBI-353997,GNAI2,UniProtP04899,protein,Homo sapiens,Guanine nucleotide-binding protein G(i) subunit alpha-2
1919,2,EBI-989143,PPM1A,UniProtP35813,protein,Homo sapiens,Protein phosphatase 1A
1920,2,EBI-714979,COMMD3,UniProtQ9UBI1,protein,Homo sapiens,COMM domain-containing protein 3
1921,2,EBI-1536151,ADAM10,UniProtO14672,protein,Homo sapiens,Disintegrin and metalloproteinase domain-containing protein 10
1922,2,EBI-1993677,ASPSCR1,UniProtQ9BZE9,protein,Homo sapiens,Tether containing UBX domain for GLUT4
1923,2,EBI-73995,MAPK3,UniProtP27361,protein,Homo sapiens,Mitogen-activated protein kinase 3
1924,2,EBI-2804292,GLYR1,UniProtQ49A26,protein,Homo sapiens,Cytokine-like nuclear factor N-PAC
1925,2,EBI-357563,GNAI3,UniProtP08754,protein,Homo sapiens,Guanine nucleotide-binding protein G(i) subunit alpha-3
1926,2,EBI-716663,PPP5C,UniProtP53041,protein,Homo sapiens,Serine/threonine-protein phosphatase 5
1927,2,EBI-954554,UCHL3,UniProtP15374,protein,Homo sapiens,Ubiquitin carboxyl-terminal hydrolase isozyme L3
1928,2,EBI-765394,GIGYF2,UniProtQ6Y7W6,protein,Homo sapiens,GRB10-interacting GYF protein 2
1929,2,EBI-401755,GRB2,UniProtP62993,protein,Homo sapiens,Growth factor receptor-bound protein 2
1930,2,EBI-447868,MAP2K4,UniProtP45985,protein,Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 4
1931,2,EBI-3959709,DIAPH1,UniProtO60610,protein,Homo sapiens,Protein diaphanous homolog 1
1932,2,EBI-1384657,MAPKAPK3,UniProtQ16644,protein,Homo sapiens,MAP kinase-activated protein kinase 3
1933,2,EBI-701927,CTNND1,UniProtO60716,protein,Homo sapiens,Catenin delta-1
1934,2,EBI-491549,CTNNB1,UniProtP35222,protein,Homo sapiens,Catenin beta-1
1935,2,EBI-2561555,GPRC5A,UniProtQ8NFJ5,protein,Homo sapiens,Retinoic acid-induced protein 3
1936,2,EBI-2465479,GOLPH3,UniProtQ9H4A6,protein,Homo sapiens,Golgi phosphoprotein 3
1937,2,EBI-358766,SEL1L,UniProtQ9UBV2,protein,Homo sapiens,Protein sel-1 homolog 1
1938,2,EBI-447171,ARF1,UniProtP84077,protein,Homo sapiens,ADP-ribosylation factor 1
1939,2,EBI-77683,BCAP31,UniProtP51572,protein,Homo sapiens,B-cell receptor-associated protein 31
1940,2,EBI-1049939,COPZ1,UniProtP61923,protein,Homo sapiens,Coatomer subunit zeta-1
1941,2,EBI-711331,RIF1,UniProtQ5UIP0,protein,Homo sapiens,Telomere-associated protein RIF1
1942,2,EBI-1001239,ZWILCH,UniProtQ9H900,protein,Homo sapiens,Protein zwilch homolog
1943,2,EBI-1049127,COPG1,UniProtQ9Y678,protein,Homo sapiens,Coatomer subunit gamma-1
1944,2,EBI-749731,NRBP1,UniProtQ9UHY1,protein,Homo sapiens,Nuclear receptor-binding protein
1945,2,EBI-357253,PPP1CA,UniProtP62136,protein,Homo sapiens,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit
1946,2,EBI-722888,TRAPPC4,UniProtQ9Y296,protein,Homo sapiens,Trafficking protein particle complex subunit 4
1947,2,EBI-356173,SMC4,UniProtQ9NTJ3,protein,Homo sapiens,Structural maintenance of chromosomes protein 4
1948,2,EBI-396176,HCFC1,UniProtP51610,protein,Homo sapiens,Host cell factor 1
1949,2,EBI-350338,MYH9,UniProtP35579,protein,Homo sapiens,Myosin-9
1950,2,EBI-1001217,ZW10,UniProtO43264,protein,Homo sapiens,Centromere/kinetochore protein zw10 homolog
1951,2,EBI-78203,MAD2L1,UniProtQ13257,protein,Homo sapiens,Mitotic spindle assembly checkpoint protein MAD2A
1952,2,EBI-720593,AKT1S1,UniProtQ96B36,protein,Homo sapiens,Proline-rich AKT1 substrate 1
1953,2,EBI-2932923,VPS51,UniProtQ9UID3,protein,Homo sapiens,Vacuolar protein sorting-associated protein 51 homolog
1954,2,EBI-1044491,ARCN1,UniProtP48444,protein,Homo sapiens,Coatomer subunit delta
1955,2,EBI-351113,SPECC1L,UniProtQ69YQ0,protein,Homo sapiens,Cytospin-A
1956,2,EBI-1188298,VAPB,UniProtO95292,protein,Homo sapiens,Vesicle-associated membrane protein-associated protein B/C
1957,2,EBI-4402156,SHB,UniProtQ15464,protein,Homo sapiens,SH2 domain-containing adapter protein B
1958,2,EBI-1055300,KIF20B,UniProtQ96Q89,protein,Homo sapiens,Kinesin-like protein KIF20B
1959,2,EBI-740467,RTN3,UniProtO95197,protein,Homo sapiens,Reticulon-3
1960,2,EBI-357298,NUDC,UniProtQ9Y266,protein,Homo sapiens,Nuclear migration protein nudC
1961,2,EBI-711301,COPE,UniProtO14579,protein,Homo sapiens,Coatomer subunit epsilon
1962,2,EBI-81088,SEC23A,UniProtQ15436,protein,Homo sapiens,Protein transport protein Sec23A
1963,2,EBI-1175604,PDS5B,UniProtQ9NTI5,protein,Homo sapiens,Sister chromatid cohesion protein PDS5 homolog B
1964,2,EBI-1037322,TPX2,UniProtQ9ULW0,protein,Homo sapiens,Targeting protein for Xklp2
1965,2,EBI-2557356,NSMCE3,UniProtQ96MG7,protein,Homo sapiens,Non-structural maintenance of chromosomes element 3 homolog
1966,2,EBI-1057516,KIF4A,UniProtO95239,protein,Homo sapiens,Chromosome-associated kinesin KIF4A
1967,2,EBI-80718,SMC3,UniProtQ9UQE7,protein,Homo sapiens,Structural maintenance of chromosomes protein 3
1968,2,EBI-3445062,TXLNG,UniProtQ9NUQ3,protein,Homo sapiens,Gamma-taxilin
1969,2,EBI-781551,ERGIC3,UniProtQ9Y282,protein,Homo sapiens,Endoplasmic reticulum-Golgi intermediate compartment protein 3
1970,2,EBI-444308,CDK1,UniProtP06493,protein,Homo sapiens,Cyclin-dependent kinase 1
1971,2,EBI-970214,NCAPG,UniProtQ9BPX3,protein,Homo sapiens,Condensin complex subunit 3
1972,2,EBI-4402198,URGCP,UniProtQ8TCY9,protein,Homo sapiens,Up-regulator of cell proliferation
1973,2,EBI-4402176,CCDC50,UniProtQ8IVM0-2,protein,Homo sapiens,Coiled-coil domain-containing protein 50
1974,2,EBI-375001,CCND1,UniProtP24385,protein,Homo sapiens,G1/S-specific cyclin-D1
1975,2,EBI-2807756,COG3,UniProtQ96JB2,protein,Homo sapiens,Conserved oligomeric Golgi complex subunit 3
1976,2,EBI-355822,SMC2,UniProtO95347,protein,Homo sapiens,Structural maintenance of chromosomes protein 2
1977,2,EBI-712251,NSF,UniProtP46459,protein,Homo sapiens,Vesicle-fusing ATPase
1978,2,EBI-781527,ERGIC1,UniProtQ969X5,protein,Homo sapiens,Endoplasmic reticulum-Golgi intermediate compartment protein 1
1979,2,EBI-718439,ZFPL1,UniProtO95159,protein,Homo sapiens,Zinc finger protein-like 1
1980,2,EBI-374880,CDC5L,UniProtQ99459,protein,Homo sapiens,Cell division cycle 5-like protein
1981,2,EBI-715074,DCTN2,UniProtQ13561,protein,Homo sapiens,Dynactin subunit 2
1982,2,EBI-3920694,SAR1A,UniProtQ9NR31,protein,Homo sapiens,GTP-binding protein SAR1a
1983,2,EBI-711154,BCCIP,UniProtQ9P287,protein,Homo sapiens,BRCA2 and CDKN1A-interacting protein
1984,2,EBI-1210604,CENPV,UniProtQ7Z7K6,protein,Homo sapiens,Centromere protein V
1985,2,EBI-714158,PIN1,UniProtQ13526,protein,Homo sapiens,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
1986,2,EBI-726876,RINT1,UniProtQ6NUQ1,protein,Homo sapiens,RAD50-interacting protein 1
1987,2,EBI-2804040,PLA2G4B,UniProtP0C869,protein,Homo sapiens,Cytosolic phospholipase A2 beta
1988,2,EBI-2548400,BCAP29,UniProtQ9UHQ4,protein,Homo sapiens,B-cell receptor-associated protein 29
1989,2,EBI-1055598,PPP4R3A,UniProtQ6IN85,protein,Homo sapiens,Serine/threonine-protein phosphatase 4 regulatory subunit 3A
1990,2,EBI-1175454,PDS5A,UniProtQ29RF7,protein,Homo sapiens,Sister chromatid cohesion protein PDS5 homolog A
1991,2,EBI-1024281,PPP1R7,UniProtQ15435,protein,Homo sapiens,Protein phosphatase 1 regulatory subunit 7
1992,2,EBI-77642,TP53BP2,UniProtQ13625,protein,Homo sapiens,Apoptosis-stimulating of p53 protein 2
1993,2,EBI-743566,TRAPPC3,UniProtO43617,protein,Homo sapiens,Trafficking protein particle complex subunit 3
1994,2,EBI-310585,CKAP5,UniProtQ14008,protein,Homo sapiens,Cytoskeleton-associated protein 5
1995,2,EBI-359063,COPB1,UniProtP53618,protein,Homo sapiens,Coatomer subunit beta
1996,2,EBI-1056534,COPB2,UniProtP35606,protein,Homo sapiens,Coatomer subunit beta'
1997,2,EBI-1001132,ZWINT,UniProtO95229,protein,Homo sapiens,ZW10 interactor
1998,2,EBI-465861,BLOC1S5,UniProtQ8TDH9,protein,Homo sapiens,Biogenesis of lysosome-related organelles complex 1 subunit 5
1999,2,EBI-1041567,CDK5,UniProtQ00535,protein,Homo sapiens,Cyclin-dependent kinase 5
2000,2,EBI-295644,CDK4,UniProtP11802,protein,Homo sapiens,Cyclin-dependent kinase 4
2001,2,EBI-4402184,SFT2D3,UniProtQ587I9,protein,Homo sapiens,Vesicle transport protein SFT2C
2002,2,EBI-347442,DCTN3,UniProtO75935,protein,Homo sapiens,Dynactin subunit 3
2003,2,EBI-3221833,NAPG,UniProtQ99747,protein,Homo sapiens,Gamma-soluble NSF attachment protein
2004,2,EBI-945994,IST1,UniProtP53990,protein,Homo sapiens,IST1 homolog
2005,2,EBI-1213983,MAPK7,UniProtQ13164,protein,Homo sapiens,Mitogen-activated protein kinase 7
2006,2,EBI-2692369,KIF2A,UniProtO00139,protein,Homo sapiens,Kinesin-like protein KIF2A
2007,2,EBI-714543,ARL6IP1,UniProtQ15041,protein,Homo sapiens,ADP-ribosylation factor-like protein 6-interacting protein 1
2008,2,EBI-1175097,STAG1,UniProtQ8WVM7,protein,Homo sapiens,Cohesin subunit SA-1
2009,2,EBI-2556122,PRKAR2A,UniProtP13861,protein,Homo sapiens,cAMP-dependent protein kinase type II-alpha regulatory subunit
2010,2,EBI-4402464,PHLDA2,UniProtQ53GA4,protein,Homo sapiens,Pleckstrin homology-like domain family A member 2
2011,2,EBI-3221827,STX7,UniProtO15400,protein,Homo sapiens,Syntaxin-7
2012,2,EBI-993903,ERBIN,UniProtQ96RT1,protein,Homo sapiens,Erbin
2013,2,EBI-346882,TSG101,UniProtQ99816,protein,Homo sapiens,Tumor susceptibility gene 101 protein
2014,2,EBI-742503,PACSIN2,UniProtQ9UNF0,protein,Homo sapiens,Protein kinase C and casein kinase substrate in neurons protein 2
2015,2,EBI-711759,ARL15,UniProtQ9NXU5,protein,Homo sapiens,ADP-ribosylation factor-like protein 15
2016,2,EBI-876651,ROCK1,UniProtQ13464,protein,Homo sapiens,Rho-associated protein kinase 1
2017,2,EBI-465400,ARHGEF1,UniProtQ92888,protein,Homo sapiens,Rho guanine nucleotide exchange factor 1
2018,2,EBI-2563783,WASHC4,UniProtQ2M389,protein,Homo sapiens,WASH complex subunit 4
2019,2,EBI-4402330,SFT2D2,UniProtO95562,protein,Homo sapiens,Vesicle transport protein SFT2B
2020,2,EBI-741261,APPL2,UniProtQ8NEU8,protein,Homo sapiens,DCC-interacting protein 13-beta
2021,2,EBI-716699,PSAP,UniProtP07602,protein,Homo sapiens,Prosaposin
2022,2,EBI-988094,ATG3,UniProtQ9NT62,protein,Homo sapiens,Ubiquitin-like-conjugating enzyme ATG3
2023,2,EBI-4402346,CLCN7,UniProtP51798,protein,Homo sapiens,H(+)/Cl(-) exchange transporter 7
2024,2,EBI-1049648,CHMP6,UniProtQ96FZ7,protein,Homo sapiens,Charged multivesicular body protein 6
2025,2,EBI-2133734,MAP1S,UniProtQ66K74,protein,Homo sapiens,Microtubule-associated protein 1S
2026,2,EBI-3918435,NKIRAS2,UniProtQ9NYR9,protein,Homo sapiens,NF-kappa-B inhibitor-interacting Ras-like protein 2
2027,2,EBI-1055859,PHLDA3,UniProtQ9Y5J5,protein,Homo sapiens,Pleckstrin homology-like domain family A member 3
2028,2,EBI-4402415,RHOF,UniProtQ9HBH0,protein,Homo sapiens,Rho-related GTP-binding protein RhoF
2029,2,EBI-948354,TTC19,UniProtQ6DKK2,protein,Homo sapiens,Tetratricopeptide repeat protein 19; mitochondrial
2030,2,EBI-4402391,PCTP,UniProtQ9UKL6,protein,Homo sapiens,Phosphatidylcholine transfer protein
2031,2,EBI-4402486,LSG1,UniProtQ9H089,protein,Homo sapiens,Large subunit GTPase 1 homolog
2032,2,EBI-4290865,MVB12A,UniProtQ96EY5,protein,Homo sapiens,Multivesicular body subunit 12A
2033,2,EBI-743290,HOOK2,UniProtQ96ED9,protein,Homo sapiens,Protein Hook homolog 2
2034,2,EBI-989654,CTSA,UniProtP10619,protein,Homo sapiens,Lysosomal protective protein
2035,2,EBI-355697,KIF11,UniProtP52732,protein,Homo sapiens,Kinesin-like protein KIF11
2036,2,EBI-2691813,CPLX1,UniProtO14810,protein,Homo sapiens,Complexin-1
2037,2,EBI-1769146,VRK1,UniProtQ99986,protein,Homo sapiens,Serine/threonine-protein kinase VRK1
2038,2,EBI-4402308,ARL5A,UniProtQ9Y689,protein,Homo sapiens,ADP-ribosylation factor-like protein 5A
2039,2,EBI-2514786,OSBPL11,UniProtQ9BXB4,protein,Homo sapiens,Oxysterol-binding protein-related protein 11
2040,2,EBI-4402507,RAB20,UniProtQ9NX57,protein,Homo sapiens,Ras-related protein Rab-20
2041,2,EBI-465852,BLOC1S4,UniProtQ9NUP1,protein,Homo sapiens,Biogenesis of lysosome-related organelles complex 1 subunit 4
2042,2,EBI-747644,ILK,UniProtQ13418,protein,Homo sapiens,Integrin-linked protein kinase
2043,2,EBI-4402442,TBC1D10B,UniProtQ4KMP7,protein,Homo sapiens,TBC1 domain family member 10B
2044,2,EBI-4402367,CDC42SE2,UniProtQ9NRR3,protein,Homo sapiens,CDC42 small effector protein 2
2045,2,EBI-348630,BLOC1S1,UniProtP78537,protein,Homo sapiens,Biogenesis of lysosome-related organelles complex 1 subunit 1
2046,2,EBI-4289921,AP3S1,UniProtQ92572,protein,Homo sapiens,AP-3 complex subunit sigma-1
2047,2,EBI-366017,RIN1,UniProtQ13671,protein,Homo sapiens,Ras and Rab interactor 1
2048,2,EBI-465872,BLOC1S2,UniProtQ6QNY1,protein,Homo sapiens,Biogenesis of lysosome-related organelles complex 1 subunit 2
2049,2,EBI-1642807,ARHGAP17,UniProtQ68EM7,protein,Homo sapiens,Rho GTPase-activating protein 17
2050,2,EBI-949287,SCYL1,UniProtQ96KG9,protein,Homo sapiens,N-terminal kinase-like protein
2051,2,EBI-4402732,ARAP3,UniProtQ8WWN8,protein,Homo sapiens,Arf-GAP with Rho-GAP domain; ANK repeat and PH domain-containing protein 3
2052,2,EBI-689124,CDC42BPG,UniProtQ6DT37,protein,Homo sapiens,Serine/threonine-protein kinase MRCK gamma
2053,2,EBI-297683,AP2M1,UniProtQ96CW1,protein,Homo sapiens,AP-2 complex subunit mu
2054,2,EBI-373380,VPS11,UniProtQ9H270,protein,Homo sapiens,Vacuolar protein sorting-associated protein 11 homolog
2055,2,EBI-4402903,YKT6,UniProtO15498,protein,Homo sapiens,Synaptobrevin homolog YKT6
2056,2,EBI-1049788,GAPVD1,UniProtQ14C86,protein,Homo sapiens,GTPase-activating protein and VPS9 domain-containing protein 1
2057,2,EBI-2563794,WASHC5,UniProtQ12768,protein,Homo sapiens,WASH complex subunit 5
2058,2,EBI-4402938,STARD7,UniProtQ9NQZ5,protein,Homo sapiens,StAR-related lipid transfer protein 7; mitochondrial
2059,2,EBI-2907154,LAMP2,UniProtP13473,protein,Homo sapiens,Lysosome-associated membrane glycoprotein 2
2060,2,EBI-2688824,TBC1D9B,UniProtQ66K14,protein,Homo sapiens,TBC1 domain family member 9B
2061,2,EBI-446579,RHOG,UniProtP84095,protein,Homo sapiens,Rho-related GTP-binding protein RhoG
2062,2,EBI-2513908,ANKFY1,UniProtQ9P2R3,protein,Homo sapiens,Rabankyrin-5
2063,2,EBI-2339271,SH2D3A,UniProtQ9BRG2,protein,Homo sapiens,SH2 domain-containing protein 3A
2064,2,EBI-365961,ARAF,UniProtP10398,protein,Homo sapiens,Serine/threonine-protein kinase A-Raf
2065,2,EBI-1056930,MAP2K2,UniProtP36507,protein,Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 2
2066,2,EBI-516199,AP1S1,UniProtP61966,protein,Homo sapiens,AP-1 complex subunit sigma-1A
2067,2,EBI-1048247,TBC1D15,UniProtQ8TC07,protein,Homo sapiens,TBC1 domain family member 15
2068,2,EBI-1051317,OSBPL3,UniProtQ9H4L5,protein,Homo sapiens,Oxysterol-binding protein-related protein 3
2069,2,EBI-4289868,PDZD8,UniProtQ8NEN9,protein,Homo sapiens,PDZ domain-containing protein 8
2070,2,EBI-4402971,IST1,UniProtP53990-2,protein,Homo sapiens,IST1 homolog
2071,2,EBI-296723,SNAPIN,UniProtO95295,protein,Homo sapiens,SNARE-associated protein Snapin
2072,2,EBI-79452,LYN,UniProtP07948,protein,Homo sapiens,Tyrosine-protein kinase Lyn
2073,2,EBI-389502,COG5,UniProtQ9UP83,protein,Homo sapiens,Conserved oligomeric Golgi complex subunit 5
2074,2,EBI-4402639,HIP1R,UniProtO75146,protein,Homo sapiens,Huntingtin-interacting protein 1-related protein
2075,2,EBI-3046641,GM2A,UniProtP17900,protein,Homo sapiens,Ganglioside GM2 activator
2076,2,EBI-4290773,FIG4,UniProtQ92562,protein,Homo sapiens,Polyphosphoinositide phosphatase
2077,2,EBI-1752557,SNX8,UniProtQ9Y5X2,protein,Homo sapiens,Sorting nexin-8
2078,2,EBI-1047162,EPB41L5,UniProtQ9HCM4,protein,Homo sapiens,Band 4.1-like protein 5
2079,2,EBI-372128,DYNLRB1,UniProtQ9NP97,protein,Homo sapiens,Dynein light chain roadblock-type 1
2080,2,EBI-4402847,BNIP1,UniProtQ12981,protein,Homo sapiens,Vesicle transport protein SEC20
2081,2,EBI-78260,PTPN6,UniProtP29350,protein,Homo sapiens,Tyrosine-protein phosphatase non-receptor type 6
2082,2,EBI-80411,SNTB2,UniProtQ13425,protein,Homo sapiens,Beta-2-syntrophin
2083,2,EBI-473886,HIP1,UniProtO00291,protein,Homo sapiens,Huntingtin-interacting protein 1
2084,2,EBI-1047085,TSC1,UniProtQ92574,protein,Homo sapiens,Hamartin
2085,2,EBI-602762,ARHGAP1,UniProtQ07960,protein,Homo sapiens,Rho GTPase-activating protein 1
2086,2,EBI-3941207,RUFY1,UniProtQ96T51,protein,Homo sapiens,RUN and FYVE domain-containing protein 1
2087,2,EBI-2868748,WLS,UniProtQ5T9L3,protein,Homo sapiens,Protein wntless homolog
2088,2,EBI-2837511,ARFGEF2,UniProtQ9Y6D5,protein,Homo sapiens,Brefeldin A-inhibited guanine nucleotide-exchange protein 2
2089,2,EBI-1364,KHDRBS1,UniProtQ07666,protein,Homo sapiens,KH domain-containing; RNA-binding; signal transduction-associated protein 1
2090,2,EBI-1038192,LAMTOR3,UniProtQ9UHA4,protein,Homo sapiens,Ragulator complex protein LAMTOR3
2091,2,EBI-346869,SH3BP1,UniProtQ9Y3L3,protein,Homo sapiens,SH3 domain-binding protein 1
2092,2,EBI-1044383,AP3B1,UniProtO00203,protein,Homo sapiens,AP-3 complex subunit beta-1
2093,2,EBI-717509,RIC8A,UniProtQ9NPQ8,protein,Homo sapiens,Synembryn-A
2094,2,EBI-4403368,HLA-C,UniProtA0A140T921,protein,Homo sapiens,
2095,2,EBI-2908417,PCYOX1,UniProtQ9UHG3,protein,Homo sapiens,Prenylcysteine oxidase 1
2096,2,EBI-1642835,AP2A2,UniProtO94973,protein,Homo sapiens,AP-2 complex subunit alpha-2
2097,2,EBI-1383444,TNK1,UniProtQ13470,protein,Homo sapiens,Non-receptor tyrosine-protein kinase TNK1
2098,2,EBI-2954829,TGFBRAP1,UniProtQ8WUH2,protein,Homo sapiens,Transforming growth factor-beta receptor-associated protein 1
2099,2,EBI-297353,EGFR,UniProtP00533,protein,Homo sapiens,Epidermal growth factor receptor
2100,2,EBI-1046513,HLA-B,UniProtP01889,protein,Homo sapiens,HLA class I histocompatibility antigen; B alpha chain
2101,2,EBI-490676,SNAP29,UniProtO95721,protein,Homo sapiens,Synaptosomal-associated protein 29
2102,2,EBI-372814,ARHGAP18,UniProtQ8N392,protein,Homo sapiens,Rho GTPase-activating protein 18
2103,2,EBI-721517,NEU1,UniProtQ99519,protein,Homo sapiens,Sialidase-1
2104,2,EBI-4402697,ARHGEF26,UniProtQ96DR7-3,protein,Homo sapiens,Rho guanine nucleotide exchange factor 26
2105,2,EBI-1046979,PIK3R4,UniProtQ99570,protein,Homo sapiens,Phosphoinositide 3-kinase regulatory subunit 4
2106,2,EBI-4402781,SHD,UniProtQ96IW2,protein,Homo sapiens,SH2 domain-containing adapter protein D
2107,2,EBI-725924,SNX15,UniProtQ9NRS6,protein,Homo sapiens,Sorting nexin-15
2108,2,EBI-2870122,WASH2P,UniProtQ6VEQ5,protein,Homo sapiens,WAS protein family homolog 2
2109,2,EBI-638181,ARF6,UniProtP62330,protein,Homo sapiens,ADP-ribosylation factor 6
2110,2,EBI-2684038,OSBPL8,UniProtQ9BZF1,protein,Homo sapiens,Oxysterol-binding protein-related protein 8
2111,2,EBI-4403141,FGD3,UniProtQ5JSP0,protein,Homo sapiens,FYVE; RhoGEF and PH domain-containing protein 3
2112,2,EBI-1059294,EPHB2,UniProtP29323,protein,Homo sapiens,Ephrin type-B receptor 2
2113,2,EBI-1050197,VPS39,UniProtQ96JC1,protein,Homo sapiens,Vam6/Vps39-like protein
2114,2,EBI-2514865,SNX27,UniProtQ96L92,protein,Homo sapiens,Sorting nexin-27
2115,2,EBI-4403029,FERMT1,UniProtQ9BQL6,protein,Homo sapiens,Fermitin family homolog 1
2116,2,EBI-4403065,NAAA,UniProtQ02083,protein,Homo sapiens,N-acylethanolamine-hydrolyzing acid amidase
2117,2,EBI-4403108,WDFY1,UniProtQ8IWB7,protein,Homo sapiens,WD repeat and FYVE domain-containing protein 1
2118,2,EBI-4403087,DOP1B,UniProtQ9Y3R5,protein,Homo sapiens,Protein dopey-2
2119,2,EBI-2623095,SH3GLB1,UniProtQ9Y371,protein,Homo sapiens,Endophilin-B1
2120,2,EBI-1564609,GBA1,UniProtP04062,protein,Homo sapiens,Lysosomal acid glucosylceramidase
2121,2,EBI-968703,RRAS,UniProtP10301,protein,Homo sapiens,Ras-related protein R-Ras
2122,2,EBI-349105,DYNLL1,UniProtP63167,protein,Homo sapiens,Dynein light chain 1; cytoplasmic
2123,2,EBI-620853,OXSR1,UniProtO95747,protein,Homo sapiens,Serine/threonine-protein kinase OSR1
2124,2,EBI-963034,RPS6KA1,UniProtQ15418,protein,Homo sapiens,Ribosomal protein S6 kinase alpha-1
2125,2,EBI-1181405,PRKAA1,UniProtQ13131,protein,Homo sapiens,5'-AMP-activated protein kinase catalytic subunit alpha-1
2126,2,EBI-1045214,RAB1B,UniProtQ9H0U4,protein,Homo sapiens,Ras-related protein Rab-1B
2127,2,EBI-1044254,ARFGEF1,UniProtQ9Y6D6,protein,Homo sapiens,Brefeldin A-inhibited guanine nucleotide-exchange protein 1
2128,2,EBI-949294,SNX6,UniProtQ9UNH7,protein,Homo sapiens,Sorting nexin-6
2129,2,EBI-4403245,GTPBP1,UniProtO00178,protein,Homo sapiens,GTP-binding protein 1
2130,2,EBI-1237011,PPT1,UniProtP50897,protein,Homo sapiens,Palmitoyl-protein thioesterase 1
2131,2,EBI-1752620,SNX17,UniProtQ15036,protein,Homo sapiens,Sorting nexin-17
2132,2,EBI-1172917,NF1,UniProtP21359,protein,Homo sapiens,Neurofibromin
2133,2,EBI-2680974,STK39,UniProtQ9UEW8,protein,Homo sapiens,STE20/SPS1-related proline-alanine-rich protein kinase
2134,2,EBI-4403262,FNBP1L,UniProtQ5T0N5-3,protein,Homo sapiens,Formin-binding protein 1-like
2135,2,EBI-4403233,LRBA,UniProtP50851-2,protein,Homo sapiens,Lipopolysaccharide-responsive and beige-like anchor protein
